1.490000000000000000e+02,1.900000000000000000e+02
1.520000000000000000e+02,2.180000000000000000e+02
1.570000000000000000e+02,2.460000000000000000e+02
1.640000000000000000e+02,2.730000000000000000e+02
1.730000000000000000e+02,2.990000000000000000e+02
1.850000000000000000e+02,3.240000000000000000e+02
2.000000000000000000e+02,3.470000000000000000e+02
2.190000000000000000e+02,3.670000000000000000e+02
2.450000000000000000e+02,3.730000000000000000e+02
2.710000000000000000e+02,3.680000000000000000e+02
2.940000000000000000e+02,3.520000000000000000e+02
3.110000000000000000e+02,3.300000000000000000e+02
3.230000000000000000e+02,3.040000000000000000e+02
3.300000000000000000e+02,2.750000000000000000e+02
3.350000000000000000e+02,2.460000000000000000e+02
3.390000000000000000e+02,2.160000000000000000e+02
3.410000000000000000e+02,1.870000000000000000e+02
1.670000000000000000e+02,1.770000000000000000e+02
1.780000000000000000e+02,1.680000000000000000e+02
1.930000000000000000e+02,1.650000000000000000e+02
2.090000000000000000e+02,1.670000000000000000e+02
2.260000000000000000e+02,1.730000000000000000e+02
2.530000000000000000e+02,1.730000000000000000e+02
2.690000000000000000e+02,1.690000000000000000e+02
2.850000000000000000e+02,1.650000000000000000e+02
3.010000000000000000e+02,1.660000000000000000e+02
3.130000000000000000e+02,1.750000000000000000e+02
2.390000000000000000e+02,1.900000000000000000e+02
2.380000000000000000e+02,2.040000000000000000e+02
2.360000000000000000e+02,2.190000000000000000e+02
2.350000000000000000e+02,2.340000000000000000e+02
2.220000000000000000e+02,2.470000000000000000e+02
2.300000000000000000e+02,2.500000000000000000e+02
2.390000000000000000e+02,2.520000000000000000e+02
2.490000000000000000e+02,2.490000000000000000e+02
2.580000000000000000e+02,2.460000000000000000e+02
1.890000000000000000e+02,1.940000000000000000e+02
1.980000000000000000e+02,1.880000000000000000e+02
2.090000000000000000e+02,1.870000000000000000e+02
2.180000000000000000e+02,1.950000000000000000e+02
2.080000000000000000e+02,1.970000000000000000e+02
1.970000000000000000e+02,1.970000000000000000e+02
2.660000000000000000e+02,1.920000000000000000e+02
2.740000000000000000e+02,1.850000000000000000e+02
2.840000000000000000e+02,1.840000000000000000e+02
2.940000000000000000e+02,1.890000000000000000e+02
2.850000000000000000e+02,1.930000000000000000e+02
2.750000000000000000e+02,1.940000000000000000e+02
2.110000000000000000e+02,2.890000000000000000e+02
2.180000000000000000e+02,2.770000000000000000e+02
2.310000000000000000e+02,2.720000000000000000e+02
2.420000000000000000e+02,2.740000000000000000e+02
2.520000000000000000e+02,2.720000000000000000e+02
2.690000000000000000e+02,2.770000000000000000e+02
2.830000000000000000e+02,2.870000000000000000e+02
2.710000000000000000e+02,3.100000000000000000e+02
2.540000000000000000e+02,3.200000000000000000e+02
2.430000000000000000e+02,3.220000000000000000e+02
2.310000000000000000e+02,3.200000000000000000e+02
2.180000000000000000e+02,3.100000000000000000e+02
2.160000000000000000e+02,2.900000000000000000e+02
2.310000000000000000e+02,2.820000000000000000e+02
2.420000000000000000e+02,2.820000000000000000e+02
2.520000000000000000e+02,2.820000000000000000e+02
2.780000000000000000e+02,2.880000000000000000e+02
2.530000000000000000e+02,3.080000000000000000e+02
2.420000000000000000e+02,3.090000000000000000e+02
2.310000000000000000e+02,3.070000000000000000e+02
