1.780000000000000000e+02,2.140000000000000000e+02
1.770000000000000000e+02,2.440000000000000000e+02
1.770000000000000000e+02,2.760000000000000000e+02
1.850000000000000000e+02,3.050000000000000000e+02
2.000000000000000000e+02,3.300000000000000000e+02
2.240000000000000000e+02,3.490000000000000000e+02
2.530000000000000000e+02,3.620000000000000000e+02
2.810000000000000000e+02,3.720000000000000000e+02
3.100000000000000000e+02,3.750000000000000000e+02
3.330000000000000000e+02,3.710000000000000000e+02
3.500000000000000000e+02,3.580000000000000000e+02
3.610000000000000000e+02,3.370000000000000000e+02
3.680000000000000000e+02,3.120000000000000000e+02
3.750000000000000000e+02,2.880000000000000000e+02
3.810000000000000000e+02,2.660000000000000000e+02
3.820000000000000000e+02,2.430000000000000000e+02
3.800000000000000000e+02,2.230000000000000000e+02
2.350000000000000000e+02,1.760000000000000000e+02
2.520000000000000000e+02,1.650000000000000000e+02
2.710000000000000000e+02,1.620000000000000000e+02
2.890000000000000000e+02,1.670000000000000000e+02
3.050000000000000000e+02,1.780000000000000000e+02
3.430000000000000000e+02,1.820000000000000000e+02
3.550000000000000000e+02,1.750000000000000000e+02
3.680000000000000000e+02,1.730000000000000000e+02
3.780000000000000000e+02,1.780000000000000000e+02
3.810000000000000000e+02,1.890000000000000000e+02
3.270000000000000000e+02,2.040000000000000000e+02
3.290000000000000000e+02,2.170000000000000000e+02
3.320000000000000000e+02,2.290000000000000000e+02
3.350000000000000000e+02,2.430000000000000000e+02
3.020000000000000000e+02,2.650000000000000000e+02
3.140000000000000000e+02,2.670000000000000000e+02
3.240000000000000000e+02,2.700000000000000000e+02
3.330000000000000000e+02,2.700000000000000000e+02
3.390000000000000000e+02,2.690000000000000000e+02
2.530000000000000000e+02,1.990000000000000000e+02
2.670000000000000000e+02,1.890000000000000000e+02
2.820000000000000000e+02,1.900000000000000000e+02
2.900000000000000000e+02,2.070000000000000000e+02
2.790000000000000000e+02,2.070000000000000000e+02
2.650000000000000000e+02,2.050000000000000000e+02
3.370000000000000000e+02,2.130000000000000000e+02
3.510000000000000000e+02,2.010000000000000000e+02
3.630000000000000000e+02,2.020000000000000000e+02
3.660000000000000000e+02,2.160000000000000000e+02
3.620000000000000000e+02,2.180000000000000000e+02
3.500000000000000000e+02,2.170000000000000000e+02
2.740000000000000000e+02,3.080000000000000000e+02
2.960000000000000000e+02,2.970000000000000000e+02
3.130000000000000000e+02,2.920000000000000000e+02
3.190000000000000000e+02,2.950000000000000000e+02
3.260000000000000000e+02,2.940000000000000000e+02
3.360000000000000000e+02,3.040000000000000000e+02
3.410000000000000000e+02,3.170000000000000000e+02
3.320000000000000000e+02,3.190000000000000000e+02
3.220000000000000000e+02,3.190000000000000000e+02
3.150000000000000000e+02,3.180000000000000000e+02
3.070000000000000000e+02,3.170000000000000000e+02
2.930000000000000000e+02,3.130000000000000000e+02
2.820000000000000000e+02,3.070000000000000000e+02
3.110000000000000000e+02,3.040000000000000000e+02
3.180000000000000000e+02,3.050000000000000000e+02
3.250000000000000000e+02,3.060000000000000000e+02
3.360000000000000000e+02,3.140000000000000000e+02
3.230000000000000000e+02,3.070000000000000000e+02
3.170000000000000000e+02,3.060000000000000000e+02
3.100000000000000000e+02,3.050000000000000000e+02
